Authority Supervising The Aerodrome,255,240,30,240,YDY
Automobilvertriebs Aktiengesellschaft,255,120,10,0,MBA
Av Atlantic,255,100,240,20,KYC
Avalair,255,210,0,80,VAI
Avant Airlines,255,210,0,190,VAT
Avanti Air [Austria],255,0,190,210,ATV
Avanti Air [Germany],255,40,40,230,EEX
Avanti Aviation,255,20,110,200,CLU
Avanty,255,210,190,200,VTU
Avbase Aviation,255,210,10,180,VBS
Avcenter,255,190,190,40,TTE
AVCOM,255,0,140,20,AOC
AVENSA,255,0,210,40,AVE
Averitt Air Charter,255,210,170,190,VRT
Avia Air,255,0,170,10,ARB
Avia Airlines,255,0,60,220,AGW
Avia Airlines,255,210,80,110,VIL
Avia Jaynar,255,180,0,150,SAP
Avia Sud AErotaxi,255,0,210,200,AVU
Avia Trans Air Transport,255,210,190,190,VTT
Aviabaltika,255,100,0,10,KAB
Aviacion Colombiana,255,210,20,140,VCO
Aviacion Comercial de America,255,210,120,40,VME
Aviacion Del Noroeste,255,0,130,220,ANW
Aviacion Ejecutiva del Nordoeste,255,130,180,190,NST
Aviacion Ejecutiva Mexicana,255,0,210,120,AVM
Aviaco,255,0,240,20,AYC
Aviacon Zitotrans,255,0,250,180,AZS
AVIACSA-Consorcio Aviaxsa,255,20,70,150,CHP
Aviaenergo,255,40,170,60,ERG
Aviaexpress [Hungary],255,0,40,70,AEH
AviaExpress [Ukraine],255,210,230,230,VXX
Aviaexpress Cruise,255,10,100,180,BKS
Aviaexpresscruise,255,0,40,160,AEQ
Aviage,255,210,60,60,VGG
Aviair Aviation,255,0,210,50,AVF
Aviakomi,255,110,120,10,LMB
Avial,255,60,60,140,GGO
Avial,255,170,110,20,RLC
Avial NV,255,130,210,80,NVI
Avialeasing Aviation Company,255,190,220,130,TWN
Avialift Valdivostok,255,210,110,210,VLV
Aviamost,255,120,180,60,MSG
Avianca,255,0,210,0,AVA
Avianca (Regional Partners),255,0,210,0,AVAX
Aviandina,255,210,130,30,VND
Avia-Nur,255,130,200,170,NUR
Aviaobshemash,255,140,10,120,OBM
Aviapaslauga,255,0,210,230,AVX
Aviaprad,255,210,80,30,VID
Aviaprom Enterprises,255,230,0,210,XAV
Avia-Pusk,255,60,50,170,GFR
Aviast ,255,210,210,0,VVA
Aviastar,255,50,200,40,FUE
Aviateca,255,60,200,60,GUG
Aviatia Utilitara,255,200,190,110,UTL
Aviation Amos,255,0,120,90,AMJ
Aviation Assistance,255,210,80,180,VIS
Aviation Beaufort,255,0,210,10,AVB
Aviation Charter & Management,255,50,190,130,FTN
Aviation Charter Services,255,20,100,110,CKL
Aviation Consultancy Office,255,160,40,0,QEA
Aviation Defense Service,255,30,40,50,DEF
Aviation Development Company,255,0,30,100,ADK
Aviation Enterprise TESIS,255,190,80,180,TIS
Aviation Enterprises,255,0,210,150,AVP
Aviation Legere de L'armee de Terre,255,50,120,240,FMY
Aviation Management Corporation,255,0,0,120,AAM
Aviation Ministry of the Interior of the Russian Federation,255,170,80,50,RIF
Aviation Quebec Labrador,255,160,110,0,QLA
Aviation Services,255,0,210,160,AVQ
Aviaton,255,200,0,130,UAN
Aviator,255,0,210,220,AVW
Aviatrack,255,100,0,100,KAK
Avia-Urartu,255,200,170,190,URT
Aviavilsa,255,110,210,170,LVR
Aviazur,255,210,250,170,VZR
Avicon,255,0,20,90,ACJ
Avient Air Zambia,255,210,130,190,VNT
Avient Aviation,255,180,120,90,SMJ
Avies,255,0,80,0,AIA
Avilond Airline,255,110,140,130,LON
Avio Nord,255,50,130,120,FNM
Avio Sluzba,255,180,110,200,SLU
Aviodetachment-28,255,10,60,50,BGF
Aviogenex,255,0,60,230,AGX
Avioimpex,255,0,230,230,AXX
Avion Taxi (2695731 Canada ),255,0,30,160,ADQ
Avionair,255,0,130,200,ANU
Aviones Are,255,130,170,40,NRE
Aviones de Renta de Quintana,255,0,160,190,AQT
Aviones de Sonora,255,0,30,180,ADS
Aviones Ejecutivos,255,90,50,0,JFA
Aviones Para Serviale,255,150,180,160,PSQ
Aviones Unidos,255,0,200,130,AUN
Aviones Y Helicopteros Illes Balears,255,0,80,120,AIM
Avionic,255,210,80,140,VIO
Avior Airlines,255,170,140,80,ROI
Avioriprese Jet Executive,255,210,90,60,VJG
Aviorrenta,255,0,210,80,AVI
Aviosarda Airlines,255,0,30,240,ADZ
Aviostart,255,210,180,170,VSR
Avirciti,255,210,190,80,VTI
Avirex,255,210,230,60,VXG
Avirex Guinee Equatoriale,255,0,230,60,AXG
Aviser,255,0,210,70,AVH
Avistar,255,100,90,0,KJA
Avisto,255,0,210,140,AVO
Avitat,255,40,180,140,ESO
Awesome Flight Services,255,0,180,120,ASM
Awood Air,255,0,220,140,AWO
Axel Rent,255,0,230,170,AXR
Axis Airways,255,0,230,240,AXY
Ayeet Aviation & Tourism,255,0,240,190,AYT
Aykavia,255,0,240,100,AYK
Azalhelikopter,255,0,250,100,AZK
Azamat,255,0,250,10,AZB
Azerbaijan Airlines,255,0,70,240,AHY
Azerbaijan Airlines (Cargo),255,0,70,240,AHYC
Azimut,255,0,250,190,AZT
Azza Transport,255,0,250,250,AZZ
AZZURRA Air,255,0,250,80,AZI
BAC Express Airlines,255,170,150,230,RPX
BAC Leasing,255,10,0,20,BAC
BACH Flugbetriebs,255,10,20,50,BCF
BAe Bristol,255,60,40,120,GEM
BAe Civil Division Wharton,255,120,40,110,MEL
BAe Hatfield,255,70,50,30,HFD
BAe Military Division Wharton,255,140,190,40,OTE
Bae Scrampton,255,10,10,130,BBN
BAe Systems (Corporate Air Travel),255,10,0,40,BAE
BAe Warton,255,220,190,130,WTN
Bahamasair,255,10,70,180,BHS
Bahrain Air,255,10,0,10,BAB
Bahrain Defence Force,255,10,50,220,BFW
Bahrain Executive/Bexair,255,10,230,0,BXA
Baikal Airlines,255,10,100,110,BKL
Baker Aviation,255,10,0,90,BAJ
Bakoji Airlines Services,255,140,60,90,OGJ
Baleares Link Express,255,70,140,0,HOA
Bali Air,255,10,110,130,BLN
Balkan - Bulgarian Airlines,255,110,0,250,LAZ
Balkan Agro Aviation,255,10,0,0,BAA
Balkh Airlines,255,10,70,80,BHI
Balmoral Central Contracts,255,150,130,190,PNT
Baltia Air Lines,255,10,190,110,BTL
Baltic Airlines,255,10,110,110,BLL
Baltic Aviation,255,10,110,190,BLT
Baltic Express Line,255,110,190,10,LTB
Baltic International Airlines,255,10,80,0,BIA
Baltijas Helicopters,255,10,190,70,BTH
Baltijas Meridians,255,10,120,50,BMF
Baltimore Air Transport,255,10,220,40,BWE
Baltimore Airways,255,40,0,70,EAH
Banco de Mexico,255,10,120,230,BMX
Bancstar,255,10,130,180,BNS
Bangkok Airways,255,10,100,150,BKP
Bangor City Of,255,230,10,60,XBG
Bankair,255,10,100,0,BKA
Bannert Air,255,10,10,0,BBA
Bar Harbor Airlines,255,0,90,20,AJC
Bar XH Air,255,10,230,70,BXH
Barair,255,10,0,80,BAI
Bargouzin Airline,255,10,0,250,BAZ
Barken International,255,10,100,90,BKJ
Barkston Heath FTU (Mil),255,10,100,70,BKH
Barnes Olson Aeroleasing,255,20,110,130,CLN
Baron Aviation Services,255,10,210,130,BVN
Baronair,255,10,130,0,BNA
Bars,255,100,140,130,KON
BASE Airlines,255,10,170,140,BRO
Baseops International,255,230,10,140,XBO
Bashkir Airlines,255,10,190,20,BTC
Basiq Air,255,190,170,0,TRA
Basler Flight Service,255,10,50,20,BFC
Batavia Air,255,10,190,210,BTV
Bay Air Aviation,255,130,120,30,NMD
Bay Air Cargo,255,10,0,140,BAO
Bay Aviation,255,10,0,210,BAV
Bayon Airlines,255,10,0,240,BAY
Bayu Indonesia,255,10,240,200,BYU
BEA,255,10,40,0,BEA
Bear Flight,255,10,50,60,BFG
Bearing Supplies,255,150,210,140,PVO
Bearskin Airlines,255,10,110,180,BLS
Beibars,255,10,10,180,BBS
Belair Airlines,255,10,70,150,BHP
Belair Ile de France,255,50,10,170,FBR
Belavia,255,10,170,200,BRU
Belgavia,255,10,110,60,BLG
Belgian Air Force,255,10,0,50,BAF
Belgorod State Aviation Enterprise,255,10,40,30,BED
Beliview Airlines [Nigeria],255,10,110,210,BLV
Bell Helicopter Textron Canada,255,190,230,10,TXB
Bellview Airlines  [Sierra Leone],255,10,210,200,BVU
Bemidji Airlines,255,10,120,90,BMJ
Benair,255,10,40,80,BEI
Benair Norway,255,70,0,230,HAX
Benane Aviation,255,10,130,210,BNV
Benin Air Cargo,255,10,40,130,BEN
Benin Air Express,255,10,40,230,BEX
Benin Golf Air,255,10,60,110,BGL
Bentiu Air Transport,255,10,130,190,BNT
Bereitschaftpolizei Rheinland-Pfalz,255,180,170,150,SRP
Bergen Air Transport,255,10,60,190,BGT
Beriev Aviation,255,60,120,10,GMB
Bering Air,255,10,170,60,BRG
Berjaya Air,255,10,210,190,BVT
Berkhut ZK,255,10,150,100,BPK
Berkut Air,255,10,40,100,BEK
Berlin European UK,255,170,60,130,RGN
Berry Aviation,255,10,240,0,BYA
Berytos Airlines,255,10,240,170,BYR
Besit,255,10,180,190,BST
BETA - Brazilian Express,255,10,40,190,BET
BF-Lento,255,10,100,50,BKF
BH Air,255,10,60,70,BGH
Bhoja Airlines,255,10,70,140,BHO
Big Island Air,255,10,80,60,BIG
Big Sky Airlines,255,10,180,240,BSY
Bighorn Airways,255,10,70,170,BHR
Billund Air Center,255,10,80,110,BIL
Biman Bangladesh Airlines,255,10,10,20,BBC
Binair,255,10,80,30,BID
Binter Canarias,255,80,10,10,IBB
Binter Mediterraneo,255,10,80,120,BIM
Bio,255,10,80,140,BIO
Bird Leasing,255,10,80,170,BIR
Birdy Airlines,255,10,30,240,BDY
Bismillah Airlines,255,10,120,110,BML
Bissau Discovery Flying Club,255,10,30,50,BDF
Biz Jet Charter,255,210,110,230,VLX
Bizair Fluggesellschaft,255,10,250,0,BZA
Bizjet,255,10,80,250,BIZ
Blackhawk Airways,255,10,0,100,BAK
Blagoveshensk Avia,255,10,110,30,BLD
Blekinge Flyg,255,10,50,0,BFA
Blue 1 (ex Air Botnia),255,100,50,10,KFB
Blue Airlines,255,10,200,110,BUL
Blue Bird Aviation  [Sudan],255,10,110,10,BLB
Blue Bird Aviation [Kenya],255,10,10,250,BBZ
Blue Chip Jet,255,210,140,110,VOL
Blue Horizon Travel Club,255,10,110,70,BLH
Blue Line,255,10,110,40,BLE
Blue Panorama Airlines,255,10,150,0,BPA
Blue Sky Airways,255,10,180,220,BSW
Blue Wings,255,10,220,60,BWG
Bluebird Cargo,255,10,10,30,BBD
bmiBaby,255,10,120,80,BMI
BMW,255,10,120,220,BMW
BN Group,255,10,130,60,BNG
Boeing Commercial Airplane Group,255,10,140,40,BOE
Boise Interagency Fire Center,255,10,80,130,BIN
Bombardier Business Jet Solutions,255,110,230,90,LXJ
Bonair Aviation,255,10,130,170,BNR
Bonair Business Charter,255,10,140,10,BOB
Bond Air Services,255,10,140,30,BOD
Bond Aviation,255,40,10,0,EBA
Bond Helicopters,255,10,130,30,BND
Boniair,255,10,140,0,BOA
Bonus Aviation,255,10,150,190,BPT
Bonyad Airlines,255,80,170,90,IRJ
Bordaire,255,10,140,50,BOF
Border Airways,255,10,30,0,BDA
Boreal Aviacon,255,10,170,210,BRV
Bosal International Management,255,10,140,180,BOS
Boscombe Down DERA,255,10,30,130,BDN
Boscombe Down DERA (Formation),255,170,170,180,RRS
Boskovic Z Air Charters,255,250,10,0,ZBA
Bosnia Airlines,255,10,180,110,BSL
Bosphorus European Airways,255,10,70,240,BHY
Botir Avia,255,10,190,170,BTR
Bouraq Indonesia Airlines,255,10,140,200,BOU
Bowman Aviation,255,10,120,130,BMN
Braathens ASA,255,10,170,0,BRA
Bradley Air Services,255,10,0,170,BAR
Braniff,255,10,130,50,BNF
Branson Airlines,255,10,170,130,BRN
Brasair Transportes Aereos,255,10,180,80,BSI
Brasmex,255,10,20,0,BCA
BRA- Transportes Aeroes,255,10,170,10,BRB
Bratsk Air Enterprise,255,10,190,100,BTK
Brazilian Air Force,255,10,170,180,BRS
Brazilian Army Aviation,255,40,230,10,EXB
Brazilian Navy Aviation,255,120,10,170,MBR
Briansk State Air,255,10,170,100,BRK
Bridge Airlines,255,10,60,40,BGE
Briggs Marine Environmental Services,255,10,120,40,BME
Bright Air,255,10,70,190,BHT
Bright Aviation Services,255,10,170,220,BRW
Brisith Gulf International,255,10,60,80,BGI
Bristol Flying Centre,255,20,110,50,CLF
Bristow Helicopters,255,10,70,130,BHN
Bristow Helicopters Group,255,10,70,110,BHL
Bristow Masayu Helicopters,255,10,120,70,BMH
Brit Air,255,10,250,70,BZH
Britannia [Germany],255,30,10,240,DBY
Britannia Airways [United Kingdom],255,10,0,110,BAL
Britannia Airways AB [Sweden],255,10,110,230,BLX
British AeroSpace Flying College,255,0,240,170,AYR
British Airways,255,10,0,220,BAW
British Airways (Cargo),255,10,0,220,BAWC
British Airways (Regional Partners),255,10,0,220,BAWX
British Airways CitiExpress,255,10,170,190,BRT
British Airways SANTA,255,230,120,180,XMS
British Airways Shuttle Flights,255,180,70,190,SHT
British Antarctic Survey,255,10,0,130,BAN
British Caledonian Airways,255,10,20,0,BCA
British Caribbean Airways,255,10,20,110,BCL
British Charter,255,10,20,170,BCR
British Columbia Government,255,10,20,60,BCG
British Columbia Power & Hydro Authority,255,10,20,70,BCH
British Columbia Telephone,255,10,20,190,BCT
British Gulf International Airlines,255,10,60,100,BGK
British International Helicopters,255,10,80,70,BIH
British Island Airways,255,10,80,180,BIS
British Medical Charter,255,10,120,30,BMD
British Mediterranean Airways,255,110,0,90,LAJ
British Midland,255,10,120,0,BMA
British Midland (Regional Partners),255,10,120,0,BMAX
British North West Airlines,255,10,130,220,BNW
British Petroleum Exploration,255,10,150,230,BPX
Brock Air Services,255,10,170,30,BRD
Brymon Airways,255,10,170,240,BRY
BT-Slavuta,255,10,190,190,BTT
Buckley Air,255,10,200,100,BUK
Budapest Air Service,255,10,150,180,BPS
Buddha Air,255,10,70,0,BHA
Buffalo Airways [Canada],255,10,50,110,BFL
Buffalo Airways [United States of America],255,10,210,0,BVA
Buffalo Express Airlines,255,10,170,230,BRX
Bugulma Air Enterprise,255,10,60,120,BGM
Bukovyna,255,10,100,210,BKV
Bulgaria,255,10,60,10,BGB
Bulgaria Air,255,110,250,10,LZB
Bulgarian Air Charter,255,10,200,20,BUC
Bulgarian Flying Cargo,255,10,50,10,BFB
Bulgarian Lucky Flight,255,10,110,50,BLF
Buraq Air Transport,255,10,170,160,BRQ
Bureau Veritas,255,230,30,0,XDA
Burkina Airlines,255,10,50,170,BFR
Burman Aviation,255,10,120,120,BMM
Burundaiavia [Kazakhstan],255,80,210,170,IVR
Burundayavia,255,10,170,240,BRY
Buryat Airlines,255,10,200,130,BUN
Business Air,255,60,130,190,GNT
Business Air [Hungary],255,10,70,200,BHU
Business Air [Switzerland],255,10,200,170,BUR
Business Air Services,255,10,0,120,BAM
Business Airfreight,255,170,110,170,RLR
Business European Airways,255,120,80,130,MIN
Business Express Airlines - BEX,255,60,0,0,GAA
Business Express Delivery,255,40,230,150,EXP
Business Flight Sweden,255,10,50,180,BFS
Business Jet Solutions,255,10,90,180,BJS
Business Jet Sweden,255,180,20,90,SCJ
Business Operations Support Services,255,60,40,130,GEN
Butane Buzzard Aviation,255,10,250,250,BZZ
Butte Aviation,255,150,150,180,PPS
Buzz,255,10,200,250,BUZ
Buzzaway,255,200,100,0,UKA
BVBA Lucorp,255,110,80,120,LIM
BWA (2002),255,10,220,110,BWL
BWIA West Indies Airways,255,10,220,0,BWA
BWIA West Indies Airways (Regional Partners),255,10,220,0,BWAX
Bykovo Avia,255,10,100,200,BKU
C & M Airways,255,170,220,60,RWG
C & M Aviation,255,190,80,150,TIP
C N Air,255,140,170,140,ORO
C T C Air,255,20,190,20,CTC
CAA Directorate of Airspace Policy (IFP),255,0,220,230,AWX
CAA Flight Examiners,255,40,230,120,EXM
CAA Flying Unit,255,20,50,200,CFU
CAA Training Standards,255,180,30,180,SDS
Cabair Helicopters,255,20,10,170,CBR
Cabi,255,20,10,80,CBI
CAI,255,20,150,80,CPI
CAI Compagnia Aeronautica Italiana,255,100,210,240,KVY
Cairo Air Transport Company,255,20,20,40,CCE
Cal Gulf Aviation,255,20,60,20,CGC
Caledonian Airways,255,20,100,190,CKT
California Air Shuttle,255,20,180,110,CSL
Calm Air International,255,20,0,210,CAV
Cal-West Aviation,255,170,40,250,REZ
Cam Air Management,255,20,120,170,CMR
Camai Air,255,20,0,120,CAM
Cambodia Airlines,255,100,70,120,KHM
Cameroon Airlines,255,200,240,20,UYC
Canada - Transport Canada,255,190,60,140,TGO
Canada 3000 Airlines,255,20,120,120,CMM
Canada Jet Charters,255,150,80,110,PIL
Canadian Airlines International,255,20,30,130,CDN
Canadian Armed Forces,255,20,50,20,CFC
Canadian Coast Guard,255,20,190,60,CTG
Canadian Eagle Aviation,255,70,80,0,HIA
Canadian Helicopters,255,220,180,170,WSR
Canadian Interagency Forest Fire Centre,255,190,100,170,TKR
Canadian National Telecommunications,255,230,130,20,XNC
Canadian North,255,0,130,230,ANX
Canadian Regional Airlines,255,20,30,170,CDR
Canadian Warplane Heritage Museum,255,20,220,70,CWH
Canadian Western Airlines,255,20,220,0,CWA
Canair,255,20,220,220,CWW
Canarias Regional Air,255,20,130,120,CNM
Cancun Air,255,20,200,80,CUI
Cancun Avioturismo,255,20,0,200,CAU
Canjet Airlines,255,20,90,0,CJA
Cape Air,255,100,0,150,KAP
Cape Air Transport,255,20,190,140,CTO
Cape Central Airways,255,180,40,120,SEM
Cape Smythe Air,255,20,120,240,CMY
Capital Air Service,255,20,150,230,CPX
Capital Airlines [Kenya],255,20,150,30,CPD
Capital Airlines [Nigeria],255,130,20,150,NCP
Capital Airlines [United States of America],255,20,0,150,CAP
Capital Aviation Services,255,210,40,130,VEN
Capital Cargo International Airlines,255,20,20,80,CCI
Capital City Air Carriers,255,20,20,160,CCQ
Capital Trading Aviation,255,40,60,110,EGL
Capitan Cesar Augusto de la Cruz Lepe,255,0,200,60,AUG
Capitol Air Express,255,20,40,230,CEX
Caraibes Air Transport,255,80,180,10,ISB
Caravan Air,255,210,0,130,VAN
Cardiff Wales Flying Club,255,20,220,130,CWN
Cardinal Airlines,255,30,20,50,DCF
Cardinauair Virginia,255,50,210,0,FVA
Cards Air Services,255,20,30,80,CDI
Carga Aerea Dominicana,255,20,30,120,CDM
Carga Aerea Venezolana Caraven,255,20,20,170,CCR
Carga Del Caribe,255,20,30,20,CDC
Carga Express Internacional,255,40,180,190,EST
Cargo Air Lines,255,80,20,110,ICL
Cargo Airline of the State Concern Azerbaijan,255,0,70,20,AHC
Cargo Dor,255,20,30,140,CDO
Cargo Express,255,120,20,230,MCX
Cargo Ivoire,255,20,170,210,CRV
Cargo Link,255,20,110,120,CLM
Cargo Plus Aviation,255,20,60,150,CGP
Cargo Three,255,20,190,220,CTW
Cargoair New Zealand,255,100,80,20,KIC
Cargojet Airways,255,20,90,190,CJT
Cargolux Airlines International,255,20,110,230,CLX
Cargoman,255,20,60,120,CGM
Cargosur,255,140,220,180,OWS
Carib Aviation,255,30,40,110,DEL
Caribair,255,20,10,20,CBC
Caribbean Air Cargo,255,30,20,20,DCC
Caribbean Air Tours & Services Charters,255,20,170,10,CRB
Caribbean Airways,255,80,160,160,IQQ
Caribbean Express,255,190,110,20,TLC
Caribbean Flights,255,20,80,50,CIF
Caribbean Star Airlines,255,60,50,80,GFI
Caribbean Winds Airways,255,220,130,30,WND
Caribexpress,255,10,20,10,BCB
Caribintair,255,20,170,190,CRT
Caribjet,255,20,10,90,CBJ
Carill Aviation,255,20,210,60,CVG
Carlos Cervantes del Rio,255,20,20,30,CCD
Carpatair,255,100,170,150,KRP
Carpathian Air Transport,255,20,150,150,CPP
Carranza,255,20,170,170,CRR
Carroll Air Service,255,200,110,180,ULS
Carry Air,255,40,40,20,EEC
Casement Aviation,255,20,120,190,CMT
Casino Airlines,255,20,180,140,CSO
Casino Express,255,20,230,150,CXP
Caspair,255,180,0,110,SAL
Casper Air Service,255,20,180,150,CSP
Caspian Airlines,255,20,150,130,CPN
Cassovia Air,255,20,210,80,CVI
Castle Aviation,255,20,180,90,CSJ
CAT Aviation,255,20,0,250,CAZ
CATA Lineas Aereas,255,20,190,250,CTZ
Catalina Flying Boats,255,20,10,190,CBT
CATEX Compagnie AErien de Transports Executives,255,190,40,230,TEX
Cathay Pacific Airways,255,20,150,0,CPA
Cathay Pacific Airways (Cargo),255,20,150,0,CPAC
Catran,255,20,20,190,CCT
Caucasus Airlines,255,180,170,90,SRJ
Cayman Airways,255,20,0,240,CAY
CC AIR,255,20,30,110,CDL
CCF Manager Airline,255,20,20,50,CCF
CCM Airlines,255,20,20,120,CCM
CEBU Pacific Air,255,20,40,10,CEB
Cecil Aviation,255,20,80,110,CIL
Cega Aviation,255,20,40,60,CEG
Cega Aviation,255,20,40,90,CEJ
Celmar Servicios Aereos,255,20,40,170,CER
Celtic Airways,255,20,40,20,CEC
Celtic West  Air Charter,255,20,220,40,CWE
Ceneast Airlines,255,20,40,110,CEL
Centennial Air,255,20,130,150,CNP
Centennial Airlines [Canada],255,20,130,180,CNS
Centennial Airlines [United States of America],255,20,130,110,CNL
Center Vol,255,20,210,140,CVO
Center-South,255,20,190,180,CTS
Centrafrican Airlines,255,20,40,190,CET
Central Air Express,255,20,0,230,CAX
Central Airlines,255,20,190,110,CTL
Central Airways [Canada],255,20,40,130,CEN
Central Airways [Central African Republic],255,20,40,220,CEW
Central Airways [Sierra Leone],255,20,130,240,CNY
Central American Airlines,255,0,20,130,ACN
Central Aviation,255,240,140,60,YOG
Central de Discos de Reynosa,255,30,170,130,DRN
Central Districts Airlines,255,20,30,180,CDS
Central European Airlines,255,20,120,0,CMA
Central Flying Service,255,20,70,0,CHA
Central Mongolia Airways,255,20,40,120,CEM
Central Mountain Air,255,60,110,170,GLR
Central Queensland Aviation College,255,20,160,20,CQC
Central Skyport,255,20,180,80,CSI
Centre Airlines,255,30,190,210,DTV
Centre de Maintenance et de Vol,255,20,120,210,CMV
Centre D'essais En Vol,255,20,40,210,CEV
Centre In Charge Of A Flight Information Region Or An Upper Flight Information Region,255,250,50,250,ZFZ
Centre In Charge Of Flight Information Region Or An Upper Flight Information Region,255,250,160,250,ZQZ
Centre National D'etudes Des Telecommunications (CNET),255,20,130,190,CNT
Centre of Applied Geodynamica,255,20,60,180,CGS
Centre Pankh Kazakhstan,255,120,170,10,MRB
Centre-Avia Airlines,255,20,210,20,CVC
Centurion Air Cargo,255,20,220,20,CWCC
Century Aviation,255,200,170,240,URY
Century Aviation,255,130,180,200,NTU
Century Aviation International,255,70,0,80,HAI
Certified Aircraft Dispatch,255,230,0,30,XAD
Cess,255,20,180,180,CSS
CET Aviation,255,20,210,130,CVN
CETFA,255,20,190,50,CTF
Chabahar Airline,255,80,170,200,IRU
Chaika,255,20,70,90,CHJ
Chalair Aviation,255,20,110,60,CLG
Chalk's International Airines,255,20,70,100,CHK
Challengair,255,20,70,60,CHG
Challenge Air,255,20,110,180,CLS
Challenge Aviation,255,20,70,180,CHS
Challenge International Airlines,255,140,50,50,OFF
Champagne Airlines,255,20,150,70,CPH
Champion Air,255,20,20,150,CCP
Champlain Enterprises,255,200,20,0,UCA
Chanchangi Airlines,255,130,20,70,NCH
Changan Airlines,255,20,60,130,CGN
Channel Aviaton,255,60,90,30,GJD
Channel Express Air Services,255,40,230,180,EXS
Channel Island Aviation,255,20,70,130,CHN
Chaparral Airlines,255,20,150,110,CPL
Chari Aviation Services,255,20,180,200,CSU
Charlan Air Charter,255,20,0,70,CAH
Charlie Hammonds Flying Service,255,70,120,30,HMD
Charlotte NC Air National Guard,255,20,60,30,CGD
Charter Air,255,20,70,220,CHW
Charters (South African Non Schedules Airways),255,180,20,180,SCS
CHC Denmark APS,255,70,10,80,HBI
CHC Helicopters,255,70,40,120,HEM
Cheboksary Air Enterprise,255,20,10,100,CBK
Chelal - Chelyabinsk Air Enterprise,255,20,70,10,CHB
Chemech Aviation,255,20,120,20,CMC
Cherkasy Universal Avia,255,20,170,200,CRU
Cherlines,255,20,70,250,CHZ
Chernomor-Avia,255,20,120,100,CMK
Cherokee Express,255,20,10,120,CBM
Cherry Air,255,20,20,240,CCY
Chesapeake Air Service,255,20,0,10,CAB
Chevron USA,255,20,210,170,CVR
Cheyenne Airways,255,20,240,0,CYA
Chicago Air,255,20,60,140,CGO
Chicago Express Airlines,255,220,30,240,WDY
Chief of Staff United States Air Force,255,0,80,140,AIO
Chief Rat Flight Services,255,170,0,190,RAT
Chilchota Taxi Aereo,255,20,20,70,CCH
Chilcotin Caribou Aviation,255,30,40,180,DES
Chilliwack Aviation,255,20,0,30,CAD
China Airlines,255,20,0,110,CAL
China Cargo Airlines,255,20,100,100,CKK
China Eastern Airlines,255,20,40,180,CES
China Eastern Airlines (Cargo),255,20,40,180,CESC
China Flying Dragon Aviation,255,20,50,0,CFA
China General Aviation,255,20,190,70,CTH
China National Aviation Corporation (CNAC),255,20,0,60,CAG
China Northern Airlines,255,20,10,50,CBF
China Northwest Airlines,255,20,130,220,CNW
China Ocean Helicopter,255,20,70,20,CHC
China Postal Airlines,255,20,240,250,CYZ
China Southern Airlines,255,20,180,130,CSN
China Southern Airlines (Cargo),255,20,180,130,CSNC
China Southwest Airlines,255,20,230,130,CXN
China United Airlines,255,20,200,0,CUA
China Xinhua Airlines,255,20,230,70,CXH
China Xinjiang Airlines,255,20,230,90,CXJ
China Xinjiang Airlines,255,20,90,230,CJX
China Yunnan Airlines,255,20,240,70,CYH
Chinguetti Airlines,255,20,60,200,CGU
Chipola Aviation,255,20,40,150,CEP
Chippewa Air Commuter,255,20,150,220,CPW
Chirag Air,255,20,70,230,CHX
Chitaavia,255,20,70,50,CHF
Christman Air System,255,20,0,180,CAS
Chrome Air Service,255,20,70,140,CHO
Chrysler Pentastar Aviation,255,20,240,110,CYL
CHS Aviation,255,70,180,0,HAS
Church Aircraft,255,20,70,200,CHU
Church Fenton FTU,255,20,50,130,CFN
Cielos del Peru,255,20,80,200,CIU
Cimber Air,255,20,80,120,CIM
Cirrus,255,170,170,200,RRU
Cirrus Air,255,130,190,180,NTS
Cirrus Airlines [Australia],255,20,170,80,CRI
Cirrus Airlines [Germany],255,170,200,180,RUS
Cirus Aero,255,180,50,0,SFA
CIS Express Ukraine,255,20,80,180,CIS
Cis-Air,255,20,180,170,CSR
Ciskei International Airways,255,20,140,100,COK
Citation Shares,255,50,80,210,FIV
Citibank,255,230,20,230,XCX
CI-Tours,255,210,20,80,VCI
City Air,255,20,80,150,CIP
City Airline,255,180,30,170,SDR
City Bird [Belgium],255,20,190,10,CTB
City Bird France,255,20,50,10,CFB
City Connexion Airlines,255,20,80,230,CIX
City Express,255,140,200,110,OUL
City Link Airlines Nigeria,255,20,170,60,CRG
Cityair,255,20,0,160,CAQ
CityFly,255,20,80,80,CII
Cityflyer Express,255,20,50,40,CFE
City-Jet [Austria],255,20,80,190,CIT
Cityjet [Ireland],255,10,20,240,BCY
Cityline Hungary,255,20,130,10,CNB
Citylink Airlines,255,70,180,170,HSR
Civair Airways,255,20,80,220,CIW
Civil Air Patrol South Carolina Wing,255,10,100,170,BKR
Civil Aviation Authority Of New Zealand,255,20,80,210,CIV
Civil Aviation Authority of the Slovak Republic,255,20,80,0,CIA
Civil Aviation Inspectorate of the Czech Republic,255,20,10,0,CBA
CKC Services,255,20,100,20,CKC
Claessens International,255,50,120,20,FMC
Clark Aviation,255,20,110,100,CLK
Clasair,255,20,180,50,CSF
Classic Air,255,20,110,20,CLC
Click Airways,255,20,60,100,CGK
Cloud 9 Air charters,255,20,110,250,CLZ
Cloudex,255,20,30,230,CDX
